date,ormas_mentioned,sentiment,headline,headline_stem,label,x,y
2021-03-11,Ormas Saja,Positive,Gerakan Isi Masjid dengan Sejuta Sajadah Pelindung COVID-19,gera isi masjid juta sajadah lindung covid-19,4,2.1750805,5.149096
2024-06-07,Ormas Saja,Neutral,Berapa Luas Tambang yang Dikelola Ormas Keagamaan? Ini Kata Menteri ESDM,luas tambang kelola ormas agama menteri esdm,0,3.240328,9.626456
2024-06-10,Ormas Saja,Neutral,"Ribut-ribut soal Ormas Agama Garap Tambang, Bahlil: Maunya Apa Sih?",ribut ormas agama garap tambang bahlil sih,2,1.3022465,6.415061
2024-06-04,Ormas Saja,Neutral,"Ormas Keagamaan Kelola Tambang, Luhut Sebut Bisa buat Bangun Rumah Ibadah-Sekolah",ormas agama kelola tambang luhut bangun rumah ibadah-sekolah,2,1.047922,6.3809547
2024-06-10,Ormas Saja,Neutral,Anggota Komisi VII Khawatir Ada Jebakan soal Izin Tambang Ormas Agama,anggota komisi vii khawatir jebak izin tambang ormas agama,3,0.6822275,5.658215
2024-06-09,Ormas Saja,Neutral,"Soal Izin Tambang Ormas Agama, Anggota Komisi VII Khawatir Ada Jebakan",izin tambang ormas agama anggota komisi vii khawatir jebak,3,0.70432794,5.6788926
2024-06-05,Ormas Saja,Neutral,"Jokowi: Badan Usaha Ormas yang Diberi Izin Kelola Tambang, Bukan Ormasnya",jokowi badan usaha ormas izin kelola tambang ormasnya,2,2.6874387,9.460273
2024-06-03,Ormas Saja,Neutral,PGI soal Izin Kelola Tambang: Jangan Sampai Ormas Agama Kehilangan Daya Kritis,pgi izin kelola tambang ormas agama hilang daya kritis,3,1.0702999,5.9656076
2024-06-09,Muhammadiyah,Neutral,"Muhammadiyah Kaji Izin Kelola Tambang, Ini Komentar Komisi VIII DPR",muhammadiyah kaji izin kelola tambang komentar komisi viii dpr,3,4.378167,10.811596
2024-06-08,Ormas Saja,Neutral,Bahlil Heran Ada yang Ribut Ormas Keagamaan Garap Tambang: Maunya Apa Sih?,bahlil heran ribut ormas agama garap tambang sih,0,1.6038702,9.500701
2024-06-11,Ormas Saja,Neutral,"Anggota DPR Kritik Kado Tambang buat Ormas, Bahlil Sebut Banyak yang Minta",anggota dpr kritik kado tambang ormas bahlil,3,3.6057587,9.67037
2024-06-03,Muhammadiyah,Neutral,Kata MUI hingga Muhammadiyah soal Jokowi Izinkan Ormas Agama Kelola Tambang,mui muhammadiyah jokowi izin ormas agama kelola tambang,4,2.991926,5.765469
2021-02-19,Ormas Saja,Positive,Webinar Seru Soal Narasi Positif di Medsos,webinar seru narasi positif medsos,3,1.0508162,11.606391
2024-06-04,Ormas Saja,Neutral,PUI soal Jokowi Beri Izin Ormas Kelola Tambang: Untuk Kemajuan Umat,pui jokowi izin ormas kelola tambang maju umat,3,3.04487,9.351301
2024-06-02,Muhammadiyah,Neutral,Muhammadiyah soal Ormas Bisa Kelola Tambang: Kami Tidak Akan Tergesa-gesa,muhammadiyah ormas kelola tambang gesa,4,3.3795881,6.056574
2024-06-02,Ormas Saja,Neutral,Menteri LHK soal Ormas Bisa Kelola Tambang: Kan Ada Sayap Organisasi,menteri lhk ormas kelola tambang sayap organisasi,3,3.5820951,9.922195
2024-06-07,Ormas Saja,Neutral,"Ada Ormas Agama Tolak Ikut Kelola Tambang, Bahlil: Apa Boleh Buat",ormas agama tolak kelola tambang bahlil,4,1.1726536,6.087844
2024-06-03,Nahdlatul Ulama (NU),Neutral,"Jokowi Beri Restu Ormas Keagamaan Kelola Tambang, PBNU: Ini Langkah Berani",jokowi restu ormas agama kelola tambang pbnu langkah berani,2,2.939807,9.193796
2024-06-04,Muhammadiyah,Neutral,Muhammadiyah soal Jokowi Beri Izin Ormas Kelola Tambang: Kita Godok Dulu,muhammadiyah jokowi izin ormas kelola tambang godok,4,3.0956845,5.974916
2024-06-04,Ormas Saja,Negative,"Parkir Liar di Dekat JIS Rp 25 Ribu Ditarik oleh Ormas, Dishub Beri Teguran",parkir liar jis rp 25 ribu tarik ormas dishub tegur,2,2.9536638,9.989326
2024-06-09,Ormas Saja,Neutral,"Ketua Komisi VIII DPR Dukung Ormas Agama Kelola Tambang, Asalkan...",ketua komisi viii dpr dukung ormas agama kelola tambang,3,0.72744864,5.7124076
2024-05-28,Ormas Saja,Negative,KBH Laporkan Aksi Premanisme Ormas PGN Bubarkan PWF ke Polda Bali,kbh lapor aksi preman ormas pgn bubar pwf polda bal,2,5.776429,6.5304227
2024-05-29,Ormas Saja,Negative,Polda Bali Belum Bisa Proses Laporan Aksi Premanisme Ormas PGN di Acara PWF,polda bal proses lapor aksi preman ormas pgn acara pwf,2,5.8091917,6.5220213
2024-05-31,Ormas Saja,Negative,"Ditolak MUI-Ormas, Club Diresmikan Hotman Paris di Makassar Ditutup Sementara",tolak mui-ormas club resmi hotman paris makassar tutup,2,2.2994409,7.9791117
2022-12-31,Front Pembela Islam (FPI),Neutral,"FPI Dilarang, Karangan Bunga Juga Banjiri Taman Apsari",fpi larang karang bunga banjir taman apsari,2,1.5585428,8.621872
2024-05-22,Ormas Saja,Negative,"Diusir Ormas PGN dari People's Water Forum, Ketua MKMK: Saya Sayangkan",usir ormas pgn people s water forum ketua mkmk sayang,2,6.238415,6.3624625
2024-05-22,Ormas Saja,Negative,Utusan PBB dan Ketua MKMK Diusir Ormas PGN dari People's Water Forum di Bali,utus pbb ketua mkmk usir ormas pgn people s water forum bal,2,6.194745,6.3751583
2024-05-23,Ormas Saja,Negative,Barbarnya Ormas PGN Usir Utusan PBB-Ketua MKMK hingga Dikecam Komnas HAM,barbar ormas pgn usir utus pbb-ketua mkmk kecam komnas ham,3,3.18797,9.951719
2024-05-21,Ormas Saja,Negative,Ormas PGN Intimidasi Verbal-Fisik Saat Bubarkan Diskusi People's Water Forum,ormas pgn intimidasi verbal-fisik bubar diskusi people s water forum,2,6.2268515,6.34989
2024-05-23,Ormas Saja,Negative,"PWF Dibubarkan Ormas PGN, Ini Cerita Sedih Peserta soal Sulitnya Air Bersih",pwf bubar ormas pgn cerita sedih sulit air bersih,3,6.1874804,6.407697
2024-05-23,Ormas Saja,Negative,Situasi Terkini di Lokasi Forum Air untuk Rakyat Seusai Dibubarkan Ormas PGN,situasi lokasi forum air rakyat bubar ormas pgn,3,6.2156754,6.374938
2024-06-15,Ormas Saja,Positive,"23 Hewan Kurban Disalurkan Polisi ke Ponpes, Masjid hingga Ormas di Tuban",23 hewan kurban salur polisi ponpes masjid ormas tuban,0,-1.1452141,11.246458
2024-06-09,Ormas Saja,Neutral,"Soal Izin Tambang Ormas Agama, Anggota Komisi VII Khawatir Ada Jebakan",izin tambang ormas agama anggota komisi vii khawatir jebak,3,0.72688913,5.676707
2024-05-26,Ormas Saja,Negative,Ormas PGN Bubarkan PWF-Bule Australia Peras Kontraktor Rp 1 Milar,ormas pgn bubar pwf-bule australia peras kontraktor rp 1 milar,0,4.4824996,8.709809
2024-05-21,Ormas Saja,Negative,"Peserta-Pemateri People's Water Forum Bali Diusir Ormas PGN, Dalih Dilarang Polisi",peserta-pemateri people s water forum bal usir ormas pgn dalih larang polisi,0,6.1575804,6.394415
2024-05-21,Ormas Saja,Neutral,Menteri Basuki Minta Ormas PGN Tak Larang Diskusi People's Water Forum,menteri basuki ormas pgn larang diskusi people s water forum,2,6.2514186,6.3355293
2022-12-30,Front Pembela Islam (FPI),Neutral,Penampakan Terkini di Petamburan Usai FPI Dilarang Pemerintah,tambur fpi larang perintah,3,3.5628264,10.86962
2024-05-21,Ormas Saja,Negative,"Aksi Premanisme Ormas Bubarkan People's Water Forum, Polda Bali Buka Suara",aksi preman ormas bubar people s water forum polda bal buka suara,2,6.1976023,6.372792
2024-05-20,Ormas Saja,Negative,Ormas PGN Geruduk Hotel di Denpasar Minta Acara Forum Air Tandingan Bubar,ormas pgn geruduk hotel denpasar acara forum air tanding bubar,2,1.587403,8.426988
2024-05-16,Ormas Saja,Neutral,"Bahlil Beri Lampu Hijau Ormas Dapat IUP, GP Ansor: Ide Bagus",bahlil lampu hijau ormas iup gp ansor ide bagus,2,1.3245184,8.889399
2025-04-24,Ormas Saja,Neutral,Ketua Komisi III DPR Dukung Pemprov Jabar Tertibkan Premanisme,ketua komisi iii dpr dukung pemprov jabar tertib preman,3,4.4566793,11.148538
2024-05-01,Ormas Saja,Neutral,"Bahlil Kasih Lampu Hijau Ormas Dapat IUP, Begini Respons Pengusaha Tambang",bahlil kasih lampu hijau ormas iup respons usaha tambang,2,1.3326125,8.90024
2024-05-15,Ormas Saja,Negative,Dishub DKI soal Jukir Liar Ngaku Punya Organisasi: Mungkin Ormas Kali Ya,dishub dki jukir liar ngaku organisasi ormas kali ya,3,1.1047926,10.992607
2024-06-08,Ormas Saja,Neutral,Romo Magnis Tolak Kelola Tambang: Umat Kami Harapkan Kedalaman Agama,romo magnis tolak kelola tambang umat harap agama,4,1.061032,5.9181595
2024-01-19,Ormas Islam,Neutral,Mengenal Ormas Islam di AS: ISNA,kenal ormas islam as isna,4,2.7737021,4.5992894
2024-04-29,Ormas Saja,Negative,6 Anggota Ormas Diperiksa di Kasus Pak RW Ancam Petugas Puskesmas Bogor,6 anggota ormas periksa rw ancam tugas puskesmas bogor,0,-0.43798065,11.065081
2024-04-26,Ormas Saja,Neutral,"Bukan Geruduk, Ormas Pisahkan Cekcok Pak RW-Petugas Puskesmas di Bogor",geruduk ormas pisah cekcok rw-petugas puskesmas bogor,0,0.9366958,10.104636
2024-12-17,Ormas Saja,Neutral,Massa di Cimahi Desak Habib Rizieq Dibebaskan,massa cimahi desak habib rizieq bebas,4,2.4085202,6.5225015
2025-04-24,Ormas Saja,Neutral,"Kualitas Ketertiban Umum Memburuk, Penegak Hukum Wajib Bersikap Tegas",kualitas tertib buruk tegak hukum wajib sikap,3,3.7426798,11.815238
2024-04-26,Ormas Saja,Neutral,"Dipisahkan Ormas, Pak RW Cekcok dengan Petugas Puskesmas di Bogor Dimediasi",pisah ormas rw cekcok tugas puskesmas bogor mediasi,0,0.39416298,10.634103
2024-04-26,Ormas Saja,Negative,Polisi Jelaskan Viral Ormas Geruduk Puskesmas dan Ancam Petugas di Bogor,polisi viral ormas geruduk puskesmas ancam tugas bogor,0,-0.35956833,11.73802
2025-04-23,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,Ini Tampang Ketua GRIB Jaya Otak Aksi Pembakaran Mobil Polisi di Depok,tampang ketua grib jaya otak aksi bakar mobil polisi depok,0,-1.0709275,12.221725
2025-04-22,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,"Misi Tangkap Ketua GRIB Berujung Teror: Mobil Polisi Dibakar, Anggota Diseret!",misi tangkap ketua grib ujung teror mobil polisi bakar anggota seret,0,-1.0501839,12.137961
2024-04-20,Ormas Saja,Negative,Polisi Buru Tersangka Lain Usai Bentrok Maut Dua Ormas di Bandung,polisi buru sangka bentrok maut ormas bandung,0,-1.0233737,11.086379
2024-04-19,Ormas Saja,Negative,Ini Lokasi Bentrok Dua Ormas yang Tewaskan Satu Orang di Bandung,lokasi bentrok ormas tewas orang bandung,0,0.50436974,9.807927
2024-06-08,Ormas Saja,Neutral,"PHDI Masih Pelajari soal Izin Tambang, Pertimbangkan Manfaat & Mudarat",phdi ajar izin tambang timbang manfaat mudarat,3,2.9170072,11.091224
2024-02-17,Nahdlatul Ulama (NU),Negative,"Usut Pembunuhan Anggota Ormas di Depok, Polisi Periksa 3 Saksi",usut bunuh anggota ormas depok polisi periksa 3 saksi,0,-0.93428606,11.487657
2024-02-10,Ormas Saja,Negative,Polisi: Pria Tewas Membusuk di Kosan Depok Anggota Ormas,polisi pria tewas busuk kosan depok anggota ormas,0,-0.63221407,11.342809
2024-02-18,Nahdlatul Ulama (NU),Negative,Misteri Teman Pembunuh Anggota Ormas di Depok Usai Bersenang-senang,misteri teman bunuh anggota ormas depok senang,0,0.30086538,9.860645
2023-11-20,Ormas Saja,Negative,Bandung juga Tolak Kegiatan Ormas Pelanggar Protokol Kesehatan,bandung tolak giat ormas langgar protokol sehat,0,2.64585,10.970537
2024-02-10,Ormas Saja,Negative,7 Fakta Anggota Ormas di Depok Tewas Membusuk di Kosan,7 fakta anggota ormas depok tewas busuk kosan,0,0.3615166,9.721773
2024-02-16,Ormas Islam,Neutral,Mengenal Ormas Islam di AS: Americam Muslim Youth (AMY),kenal ormas islam as americam muslim youth amy,4,2.806168,4.6252046
2024-02-12,Nahdlatul Ulama (NU),Negative,Geger Pembunuhan Anggota Ormas di Beji Diduga oleh Teman Sendiri,geger bunuh anggota ormas beji duga teman,0,0.27214628,9.838316
2024-02-11,Nahdlatul Ulama (NU),Negative,Polisi Ungkap Mayat Anggota Ormas di Depok Diduga Korban Pembunuhan,polisi mayat anggota ormas depok duga korban bunuh,0,-1.2448119,11.68314
2024-05-04,Ormas Saja,Negative,Preman Bacok Warga di Deli Serdang Ternyata Pecatan Polisi-Wakil Ketua Ormas,preman bacok warga deli serdang nyata pecat polisi-wakil ketua ormas,0,-1.0339113,10.971474
2024-02-04,Ormas Saja,Neutral,Ormas hingga Simpul Relawan AMIN Ikrar Kawal Suara Jelang Pencoblosan,ormas simpul rawan amin ikrar kawal suara jelang coblos,0,1.6688805,9.720438
2024-02-11,Ormas Saja,Negative,"Sempat 'Menghilang', Penghuni Kos Diperiksa soal Anggota Ormas Tewas Membusuk",hilang huni kos periksa anggota ormas tewas busuk,0,0.42132255,9.752758
2024-06-07,Ormas Islam,Positive,MUI Bersyukur Seluruh Ormas Islam Sepakat Idul Adha 1445 H Jatuh 17 Juni,mui syukur ormas islam sepakat idul adha 1445 h jatuh 17 juni,4,3.0133753,5.5942826
2024-01-05,Ormas Islam,Neutral,Mengenal Ormas Islam di AS: ISNA,kenal ormas islam as isna,4,2.774803,4.5935063
2023-12-30,Ormas Saja,Negative,Jabar Pilihan: Polisi Dikeroyok Ormas di Bandung,jabar pilih polisi keroyok ormas bandung,0,-1.0058355,10.934297
2024-02-02,Ormas Saja,Negative,Koordinator Acara Kampanye Anies di Deli Serdang Dianiaya Anggota Ormas,koordinator acara kampanye anies deli serdang aniaya anggota ormas,3,3.866848,9.528258
2023-11-17,Ormas Islam,Neutral,Ormas Islam LPOI Dukung Tindakan Tegas Pelanggar Prokes,ormas islam lpoi dukung tindak langgar prokes,4,2.4884655,4.818289
2024-04-02,Ormas Saja,Negative,Kapolda Metro Perintahkan Anak Buah Tindak Tegas Ormas Paksa Minta THR,kapolda metro perintah anak buah tindak ormas paksa thr,0,2.1939192,11.260604
2024-03-28,Ormas Saja,Negative,Massa Ormas Keroyok Satpam Leasing di Tasik Berujung 5 Orang Jadi Tersangka,massa ormas keroyok satpam leasing tasik ujung 5 orang sangka,2,1.5085764,9.146037
2024-03-28,Ormas Saja,Negative,Nasib Ormas Sok Jagoan Keroyok Satpam di Tasik: Jalan Bebek ke Penjara,nasib ormas sok jago keroyok satpam tasik jalan bebek penjara,2,0.08935191,9.377114
2024-03-25,Nahdlatul Ulama (NU),Negative,Polri Diminta Tindak Aksi Oknum Ormas yang Tutup Tambang di Kalteng,polri tindak aksi oknum ormas tutup tambang kalteng,0,0.32815012,7.846457
2024-02-10,Ormas Saja,Negative,"Anggota Ormas Tewas Membusuk di Kos Depok, Penghuni 'Menghilang'",anggota ormas tewas busuk kos depok huni hilang,0,0.33687338,9.892809
2024-02-09,Ormas Islam,Neutral,Mengenal Ormas Islam di AS:The American Islamic Congress (AIC),kenal ormas islam as the american islamic congress aic,4,2.9442577,4.5490108
2024-04-01,Ormas Saja,Negative,Pengurus Ormas di Buleleng Dibekuk Saat Hendak Pesta Sabu di Rumahnya,urus ormas buleleng bekuk pesta sabu rumah,0,0.9258218,9.805425
2024-06-05,Ormas Saja,Neutral,Jokowi soal Ormas Keagamaan Dapat Izin Tambang: Persyaratannya Ketat,jokowi ormas agama izin tambang syarat ketat,2,2.9448254,9.082495
2024-04-02,Ormas Saja,Neutral,Airlangga Temui Ormas Pendiri Golkar Demi Aklamasi Ketum? Ini Kata Kosgoro,airlangga temu ormas golkar aklamasi tum kosgoro,2,2.7218764,9.262183
2024-03-27,Ormas Saja,Negative,"Ormas Berbaju Loreng Bikin Onar, Kali Ini Keroyok Satpam Kantor Leasing",ormas baju loreng bikin onar kali keroyok satpam kantor leasing,2,2.0571194,8.478248
2024-03-27,Ormas Saja,Negative,"Merasa Gagah Keroyok Satpam di Tasik, 5 Anggota Ormas Kini Lesu Dibui",gagah keroyok satpam tasik 5 anggota ormas lesu bui,2,1.3632655,9.210128
2024-11-04,Ormas Saja,Negative,Kecaman Terhadap Macron Terus Menggema di Jabar-Banten,kecam hadap macron gema jabar-banten,3,3.8346524,10.09394
2024-01-23,Ormas Saja,Negative,7 Orang Jadi Tersangka Imbas Bentrokan Ormas di Karawang,7 orang sangka imbas bentrok ormas karawang,2,1.5828449,9.195637
2024-01-26,Ormas Saja,Neutral,"Bertemu LDII Purbalingga, Bamsoet Bicara Peran Penting Ormas bagi Bangsa",temu ldii purbalingga bamsoet bicara peran ormas bangsa,2,1.5598856,9.252396
2024-03-17,Nahdlatul Ulama (NU),Negative,"Oknum Ormas di Makassar Ancam-Larang Pemilik Ruko Jualan, 3 Orang Ditangkap",oknum ormas makassar ancam-larang milik ruko jual 3 orang tangkap,2,2.3440418,7.9358683
2024-03-17,Nahdlatul Ulama (NU),Negative,Oknum Ormas di Makassar Ancam-Larang Warga Jualan gegara Lahan Parkir,oknum ormas makassar ancam-larang warga jual gegara lahan parkir,2,2.2707763,7.944068
2024-03-17,Nahdlatul Ulama (NU),Neutral,Oknum Ormas Ancam-Larang Pemilik Ruko Jualan di Makassar Minta Maaf,oknum ormas ancam-larang milik ruko jual makassar maaf,2,2.464568,7.8487496
2024-03-18,Nahdlatul Ulama (NU),Neutral,Duduk Perkara Oknum Ormas Ancam-Larang Pemilik Ruko Jualan di Makassar,duduk perkara oknum ormas ancam-larang milik ruko jual makassar,2,1.611995,8.555435
2024-03-05,Ormas Saja,Negative,"2 Ormas di Deli Serdang Saling Serang Hingga Ada Tertembak, 11 Orang Ditangkap",2 ormas deli serdang serang tembak 11 orang tangkap,0,0.35432133,10.217045
2024-06-03,Ormas Saja,Neutral,"Ormas Keagamaan Dapat 'Privilege' Kelola Tambang, Memang Bisa?",ormas agama privilege kelola tambang,0,1.1604154,9.679821
2024-03-28,Ormas Islam,Neutral,Imbauan MUI dan Ormas Islam soal Cekcok Bangunkan Sahur di Depok,imbau mui ormas islam cekcok bangun sahur depok,4,2.4416313,4.9732094
2024-01-08,Ormas Saja,Negative,"2 Ormas Terlibat Bentrok di Karawang, 3 Orang Terluka",2 ormas libat bentrok karawang 3 orang luka,0,0.5195321,9.9972315
2024-01-05,Ormas Islam,Neutral,Daftar Ormas Islam di Jawa Timur Serta Perannya bagi Indonesia,daftar ormas islam jawa timur peran indonesia,4,4.76939,6.7223907
2024-11-02,Ormas Saja,Negative,Foto: Massa Tumpah Ruah Geruduk Kedubes Prancis di Aksi Bela Nabi,foto massa tumpah ruah geruduk dubes prancis aksi bela nabi,0,1.6351196,5.2259097
2025-04-21,Ormas Saja,Negative,Jabar Hari Ini: Misteri Pria Sukabumi Tewas Tertembak Pluru Nyasar!,jabar misteri pria sukabumi tewas tembak pluru nyasar,2,0.37171364,9.714745
2025-04-21,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,Ketua GRIB Harjamukti Dibekuk Usai Tembak Operator Perusahaan Mau Bikin Pagar,ketua grib harjamukti bekuk tembak operator usaha bikin pagar,0,3.8083298,8.710154
2023-12-08,Ormas Islam,Neutral,Mengenal Ormas Islam di AS: Zaituna Institute,kenal ormas islam as zaituna institute,4,2.7164993,4.6688676
2025-04-23,Ormas Saja,Neutral,"Hitung Mundur Idul Adha 2025, Sisa Berapa Hari Lagi?",hitung mundur idul adha 2025 sisa,1,7.5515776,7.899234
2025-04-22,Nahdlatul Ulama (NU),Positive,"3 Tahun Memimpin, Gus Yahya: Transformasi PBNU Capai Titik Optimal",3 pimpin gus yahya transformasi pbnu capai titik optimal,2,2.7897015,9.132056
2023-12-23,Ormas Saja,Negative,Penjara Menanti 4 Anggota Ormas yang Keroyok Polisi di Bandung,penjara 4 anggota ormas keroyok polisi bandung,0,-1.0862961,10.842958
2024-02-19,Nahdlatul Ulama (NU),Negative,"Polisi Masih Cari Pembunuh Anggota Ormas di Depok, Kendala CCTV di TKP Mati",polisi cari bunuh anggota ormas depok kendala cctv tkp mati,0,-1.1352652,11.59
2024-06-03,Ormas Saja,Neutral,"Ormas Keagamaan Kelola Tambang, Menteri LHK: Ada Sayap BIsnisnya",ormas agama kelola tambang menteri lhk sayap bisnis,3,3.754328,9.536995
2024-02-17,Ormas Saja,Negative,Polisi Sebut Ada Keributan Sebelum Anggota Ormas Ditemukan Tewas di Beji,polisi ribut anggota ormas temu tewas beji,0,-1.1991833,11.536203
2023-12-20,Ormas Saja,Neutral,Mahasiswa di Bekasi hingga Ormas di Jakarta Deklarasi Pemilu Damai,mahasiswa bekas ormas jakarta deklarasi milu damai,3,2.3079386,11.853969
2024-02-08,Ormas Saja,Negative,Ada Proposal dan Kartu Ormas di Samping Mayat Pria Membusuk di Depok,proposal kartu ormas samping mayat pria busuk depok,0,0.7927818,10.555893
2024-11-02,Ormas Islam,Negative,Massa Ormas Islam Geruduk Kantor Perdagangan Prancis di Surabaya,massa ormas islam geruduk kantor dagang prancis surabaya,4,2.2950494,4.796625
2024-02-10,Ormas Saja,Negative,Kesaksian Warga soal Anggota Ormas Depok Tewas: Masih Pakai Baju dan Sepatu,saksi warga anggota ormas depok tewas pakai baju sepatu,0,0.36451948,9.919966
2024-02-11,Nahdlatul Ulama (NU),Negative,Anggota Ormas di Depok Diduga Minum Miras Bareng Pelaku Sebelum Dibunuh,anggota ormas depok duga minum miras bareng laku bunuh,0,-0.1900298,11.243281
2024-02-11,Nahdlatul Ulama (NU),Negative,Pembunuh Anggota Ormas yang Tewas Membusuk di Depok Diduga Teman Sendiri,bunuh anggota ormas tewas busuk depok duga teman,0,0.23055771,9.84242
2024-02-10,Ormas Saja,Negative,Mayat Anggota Ormas di Depok Terbongkar Usai Tercium Bau Busuk Berhari-hari,mayat anggota ormas depok bongkar cium bau busuk,0,0.88325846,10.092618
2024-02-12,Ormas Saja,Negative,Polisi Temukan Gunting di TKP Anggota Ormas di Depok Tewas Membusuk,polisi temu gunting tkp anggota ormas depok tewas busuk,0,-1.1419742,11.618232
2024-02-12,Nahdlatul Ulama (NU),Negative,Polisi: Pemilik Kos Ikut Minum Ciu Sebelum Anggota Ormas di Depok Tewas,polisi milik kos minum ciu anggota ormas depok tewas,0,-0.6154603,11.262054
2024-02-10,Ormas Saja,Negative,RS Polri: Ada Luka Terbuka di Leher Mayat Anggota Ormas di Depok,rs polri luka buka leher mayat anggota ormas depok,0,1.103925,9.711643
2024-06-01,Ormas Saja,Neutral,"Jokowi Izinkan Ormas Keagamaan Kelola Tambang, Airlangga: Itu Privilege",jokowi izin ormas agama kelola tambang airlangga privilege,2,2.960658,9.153507
2024-02-05,Ormas Saja,Negative,Ayah-Anak di Siantar Aniaya Anggota Ormas gegara Rebut Lahan Parkir,ayah-anak siantar aniaya anggota ormas gegara rebut lahan parkir,0,0.8401748,10.349716
2025-04-22,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,Anggota GRIB Jaya Bakar Mobil-Aniaya Polisi di Depok Dijerat Pasal Berlapis,anggota grib jaya bakar mobil-aniaya polisi depok jerat pasal lap,0,-1.128033,12.254528
2023-12-15,Ormas Islam,Neutral,Mengenal Ormas Islam di AS: Islamic Relief USA (IRUSA),kenal ormas islam as islamic relief usa irusa,4,2.870006,4.5210156
2024-10-09,Ormas Saja,Negative,Seruan Tolak UU Cipta Kerja Kembali Bergema di Sukabumi,seru tolak uu cipta kerja gema sukabumi,3,3.074067,10.975884
2024-01-26,Ormas Islam,Neutral,Mengenal Ormas Islam di AS: The Council on American-Islamic Relations (CAIR),kenal ormas islam as the council on american-islamic relations cair,4,2.9062576,4.5706873
2025-04-22,Ormas Saja,Negative,Ultimatum Polisi ke Tersangka Pembakar Mobil di Depok Segera Serahkan Diri,ultimatum polisi sangka bakar mobil depok serah,0,-1.0658643,11.413318
2023-12-01,Ormas Saja,Negative,"Demo Mahasiswa Papua di Kupang Ricuh, Dipukul Ormas-Ditangkap Polisi",demo mahasiswa papua kupang ricuh ormas-ditangkap polisi,0,-1.3828313,7.7408795
2024-01-26,Ormas Saja,Neutral,Arief Rosyid TKN Dampingi 40 Ketua Ormas Sampaikan Dukungan ke Prabowo,arief rosyid tkn damping 40 ketua ormas dukung prabowo,2,3.3930035,8.453394
2025-04-18,Ormas Saja,Negative,Pengusaha Es di Langkat Ngaku Diintimidasi-Usaha Ditutup Paksa Anggota Ormas,usaha es langkat ngaku diintimidasi-usaha tutup paksa anggota ormas,0,0.9941997,11.005776
2023-11-25,Ormas Saja,Neutral,Kondisi Terkini di Bitung Pascabentrok Massa Bela Palestina dengan Ormas,kondisi bitung pascabentrok massa bela palestina ormas,4,4.370459,3.3462458
2023-11-25,Ormas Saja,Neutral,Walkot Pastikan Bitung Kondusif Pascabentrok Massa Bela Palestina Vs Ormas,walkot bitung kondusif pascabentrok massa bela palestina vs ormas,4,4.2760625,3.3952978
2024-05-16,Ormas Saja,Neutral,"Bahlil Beri Lampu Hijau Ormas Dapat IUP, GP Ansor: Ide Bagus",bahlil lampu hijau ormas iup gp ansor ide bagus,2,1.3392775,8.885841
2023-11-26,Ormas Saja,Negative,Detik-detik Bentrok Massa Pro Palestina Vs Ormas di Sulut,detik bentrok massa pro palestina vs ormas sulut,4,4.170467,3.252165
2025-04-24,Ormas Saja,Negative,Pemkot Makassar Diminta Tutup Permanen THM Helens Usai Ditemukan Pelanggaran,pemkot makassar tutup permanen thm helens temu langgar,2,-0.38185397,10.220456
2023-12-02,Ormas Saja,Negative,Terduga Provokator Bentrok Massa Bela Palestina-Ormas di Bitung Ditangkap,duga provokator bentrok massa bela palestina-ormas bitung tangkap,4,4.238231,3.2356873
2024-09-14,Ormas Saja,Neutral,Ormas Dilibatkan untuk Awasi Pelaksanaan Protokol Kesehatan,ormas libat awas laksana protokol sehat,3,2.6680446,10.975403
2023-11-21,Ormas Saja,Negative,Polisi Tangkap Ketua Ormas Buntut Ricuh Pembongkaran Lapak di Bogor,polisi tangkap ketua ormas buntut ricuh bongkar lapak bogor,0,-1.2081567,11.727482
2025-04-22,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,Tampang 4 Buron Anggota GRIB yang Bakar Mobil dan Aniaya Polisi di Depok,tampang 4 buron anggota grib bakar mobil aniaya polisi depok,0,-1.099197,12.182333
2025-04-21,Ormas Saja,Negative,Polda Metro: Polisi Dikeroyok hingga Terluka Saat Insiden Mobil Dibakar di Depok,polda metro polisi keroyok luka insiden mobil bakar depok,0,-1.0677283,12.172662
2025-04-21,Ormas Saja,Negative,Potret 5 Pelaku Pembakaran Mobil Polisi di Depok,potret 5 laku bakar mobil polisi depok,0,-1.0846038,12.14765
2023-12-22,Ormas Saja,Negative,4 Anggota Ormas dalam Kondisi Mabuk Saat Keroyok Polisi di Bandung,4 anggota ormas kondisi mabuk keroyok polisi bandung,0,-1.0413406,10.918205
2023-11-10,Ormas Saja,Negative,Anggota Ormas di KBB Baku Hantam Diduga gegara Rebutan Wilayah,anggota ormas kbb baku hantam duga gegara rebut wilayah,0,1.0130107,11.181603
2023-11-04,Ormas Saja,Neutral,Polda Metro Gandeng Satpam hingga Ormas Amankan Jakarta saat Pemilu,polda metro gandeng satpam ormas aman jakarta milu,2,5.070529,7.496051
