date,headline,ormas,sentiment,headline_stem,labels_5,x,y
2023-06-08 17:16:00,"Mobil Ketua Ormas di Pekalongan Dilalap Api, Pemilik Curiga Dibakar",Ormas Saja,Negative,mobil ketua ormas di kalong lalap api milik curiga bakar,0,-1.0845591,12.275447
2021-12-06 18:24:00,"Massa PP Geruduk DPRD Depok, Minta Junimart Dipecat",Pemuda Pancasila (PP),Negative,massa pp geruduk dprd depok minta junimart pecat,3,3.36787,8.733059
2024-12-04 16:27:00,"Serukan Perdamaian, Ulama Sumenep Dukung Program Strategis Bupati Terpilih",Ormas Saja,Positive,seru damai ulama sumenep dukung program strategis bupati pilih,3,3.750853,9.216401
2024-09-24 01:01:00,Emil Dardak Beri Pesan Soal Equal Partnership Saat Hadiri Muswil Oi Jatim,Ormas Saja,Neutral,emil dardak beri pesan soal equal partnership saat hadir muswil oi jatim,2,3.8712542,7.8322296
2024-06-11 14:11:00,Gus Yahya Jamin PBNU Profesional Kelola Tambang,Nahdlatul Ulama (NU),Positive,gus yahya jamin pbnu profesional kelola tambang,2,3.0113323,7.545343
2017-10-30 12:59:00,Partai Demokrat Sampaikan Revisi UU Ormas,Ormas Saja,Neutral,partai demokrat sampai revisi uu ormas,3,4.6548767,10.941446
2024-09-23 16:00:00,Kronologi G30S PKI Singkat: Latar Belakang Pemberontakan hingga Penumpasan,Ormas Saja,Negative,kronologi g30s pki singkat latar belakang ronta hingga tumpas,3,5.0002303,9.046576
2024-11-18 12:15:00,"GRIB Jaya Awasi Pelaksanaan Pilkada, Desak Aparat Penegak Hukum Netral!",Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,grib jaya awas laksana pilkada desak aparat tegak hukum netral,3,3.4932852,10.964026
2024-06-10 15:15:00,"'Kado' Tambang Ditolak, Bahlil Bertindak",Ormas Saja,Negative,kado tambang tolak bahlil tindak,2,2.7282143,7.267967
2024-06-12 19:13:00,Hadiah Tambang untuk PBNU dari Jokowi,Nahdlatul Ulama (NU),Positive,hadiah tambang untuk pbnu dari jokowi,2,4.8062506,8.716335
2025-01-10 11:20:00,"Dituding Sembunyikan Wanita, Camat Asemrowo Lapor Polda Jatim Siang Ini",Ormas Saja,Negative,tuding sembunyi wanita camat asemrowo lapor polda jatim siang ini,2,-0.95700353,9.780354
2024-09-21 09:05:00,Palestina Merdeka Kembali Menggema di Bandung,Ormas Saja,Neutral,palestina merdeka kembali gema di bandung,4,4.241009,3.4949806
2024-11-16 16:12:00,"Pawai Jokowi & Luthfi-Yasin Lanjut di Tegal, Disambut Antusiasme Warga",Ormas Saja,Positive,pawai jokowi luthfi-yasin lanjut di tegal sambut antusiasme warga,2,2.8909209,8.936671
2021-12-04 10:48:00,Sentilan Jokowi untuk Polri: Sowan ke Ormas Hingga soal Investasi,Ormas Saja,Negative,sentil jokowi untuk polri sowan ke ormas hingga soal investasi,3,2.9163282,9.512683
2025-03-23 16:00:00,'Jagoan Cikiwul' Malak Perusahaan Berujung Ditangkap Polisi,Ormas Saja,Negative,jago cikiwul malak usaha ujung tangkap polisi,0,-0.789863,11.703627
2024-08-06 14:25:00,Tampang Geng Motor yang Serang-Bacok Anggota TNI di Medan,Ormas Saja,Negative,tampang geng motor yang serang-bacok anggota tni di medan,0,0.26423332,10.586935
2025-03-22 14:50:00,Polisi Pakai Mobil Patroli untuk Antar Pemudik Antar-Terminal di Soetta,Ormas Saja,Positive,polisi pakai mobil patroli untuk antar mudik antar-terminal di soetta,0,-1.2260303,11.267931
2017-10-24 17:53:00,Serah Terima Berkas Perppu Ormas Mendagri-Fadli Zon,Ormas Saja,Neutral,serah terima berkas perppu ormas mendagri-fadli zon,0,1.4799318,9.257174
2025-03-21 21:31:00,Polda Metro Jamin Keamanan Berinvestasi Usai 'Jagoan Cikiwul' Ditangkap,Ormas Saja,Positive,polda metro jamin aman investasi usai jago cikiwul tangkap,0,-0.5692681,11.687428
2025-03-21 19:00:00,"Polres Rejang Lebong Bagikan 600 Ekor Ayam Elba, Bantu Cegah Stunting",Ormas Saja,Positive,polres rejang lebong bagi 600 ekor ayam elba bantu cegah stunting,0,0.8798663,9.106345
2025-03-21 16:24:00,"'Jagoan Cikiwul' Sebar Proposal ke Banyak Perusahaan, Minta Duit buat Bukber",Ormas Saja,Negative,jago cikiwul sebar proposal ke banyak usaha minta duit buat bukber,3,3.1403203,10.861753
2025-03-21 11:13:00,Tampang 'Jagoan Cikiwul' Pemalak Perusahaan Usai Ditangkap Polisi,Ormas Saja,Negative,tampang jago cikiwul malak usaha usai tangkap polisi,0,-0.6826842,11.715366
2025-03-21 11:37:00,'Jagoan Cikiwul' Sempat Kabur Usai Video Palak Perusahaan di Bekasi Viral,Ormas Saja,Negative,jago cikiwul sempat kabur usai video palak usaha di bekas viral,0,0.44806334,11.699783
2025-03-20 19:48:00,"Viral 'Jagoan Cikiwul' Bekasi Palak Perusahaan, Kini Diburu Polisi",Ormas Saja,Negative,viral jago cikiwul bekas palak usaha kini buru polisi,0,-0.48972362,11.682123
2025-03-20 11:11:00,"Tak Mau Terima Parsel, Dedi Mulyadi: Kirimkan ke Warga!",Ormas Saja,Positive,tak mau terima parsel dedi mulyadi kirim ke warga,3,2.9552567,7.9883637
2021-12-03 11:12:00,Jokowi Sindir Kapolda-Kapolres Sowan Sesepuh Ormas Sering Bikin Keributan,Ormas Saja,Negative,jokowi sindir kapolda-kapolres sowan sepuh ormas sering bikin ribut,0,0.9354161,9.680571
2024-06-06 16:13:00,"PBNU Dirikan PT untuk Skema Pengelolaan Tambang, Bendum Penanggung Jawab",Nahdlatul Ulama (NU),Neutral,pbnu diri pt untuk skema kelola tambang bendum tanggung jawab,3,3.8778136,9.913111
2025-03-19 23:45:00,"Bak Gim 'Pokemon Go', Komunitas Ini Cari Permasalahan di Sudut Cimahi",Ormas Saja,Negative,bak gim pokemon go komunitas ini cari masalah di sudut cimahi,2,1.9894054,10.853158
2024-11-11 18:53:00,Ratusan Anggota GRIB Jateng Deklarasikan Dukungan bagi Yoyok-Joss,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,ratus anggota grib jateng deklarasi dukung bagi yoyok-joss,3,0.99401635,6.4087844
2017-10-24 15:18:00,Fadli Zon Skors Paripurna untuk Lobi soal Perppu Ormas,Pemuda Pancasila (PP),Neutral,fadli zon skors paripurna untuk lobi soal perppu ormas,2,2.7680998,9.732979
2024-11-11 13:51:00,"Di DPR, Kapolri Tegaskan Komitmen Jaga Transformasi Polri Presisi",Ormas Saja,Positive,di dpr kapolri tegas komitmen jaga transformasi polri presisi,3,4.6387053,10.873971
2024-07-13 13:04:00,"Dewan Pers Kecam Simpatisan SYL Tendang Wartawan, Minta Kapolda Metro Usut",Ormas Saja,Negative,dewan pers kecam simpatisan syl tendang wartawan minta kapolda metro usut,2,3.3419688,8.50636
2025-03-18 21:22:00,Sidang Isbat Idul Fitri 2025 Digelar 29 Maret,Ormas Saja,Neutral,sidang isbat idul fitri 2025 gelar 29 maret,1,7.4365573,7.71388
2025-03-18 18:45:00,"Pantau Hilal di 33 Titik, Sidang Isbat Idul Fitri 2025 Digelar 29 Maret 2025",Ormas Saja,Neutral,pantau hilal di 33 titik sidang isbat idul fitri 2025 gelar 29 maret 2025,1,7.2368546,7.9280634
2024-07-13 07:10:00,Dugaan Simpatisan SYL Tendang Wartawan Berbuntut Panjang,Ormas Saja,Negative,duga simpatisan syl tendang wartawan buntut panjang,3,-1.8000656,12.739967
2021-11-28 07:36:00,"News Of The Week: Arteria-Anggiat Damai, Polisi Dikeroyok Ormas",Ormas Saja,Negative,news of the week arteria-anggiat damai polisi keroyok ormas,0,-0.93009925,11.189264
2024-11-22 13:11:00,"Divonis 16 Bulan Penjara soal Kuasai Lahan PTPN di Binjai, Samsul Tarigan Banding",Ormas Saja,Negative,vonis 16 bulan penjara soal kuasa lahan ptpn di binjai samsul tarigan banding,0,-0.37893647,9.307219
2024-09-15 08:30:00,Klaim Projo Tahu Cara Menangkan Danny di Sulsel karena 3 Kali Menang Pilpres,Ormas Saja,Neutral,klaim projo tahu cara menang danny di sulsel karena 3 kali menang pilpres,0,1.4429663,10.190722
2024-07-09 13:46:00,"Ketum PBNU Buka Suara soal Kelola Tambang, Sebut Izin Diproses",Nahdlatul Ulama (NU),Neutral,tum pbnu buka suara soal kelola tambang sebut izin proses,0,2.8827808,10.363985
2017-10-24 13:55:00,Massa Masih 'Membanjiri' Demo Tolak Perppu Ormas di DPR,Pemuda Pancasila (PP),Negative,massa masih banjir demo tolak perppu ormas di dpr,3,4.2254853,10.728994
2024-11-09 07:01:00,Rohmi Sebut Ada Pihak yang Giring Opini Dukungan TGB di Pilgub NTB,Ormas Saja,Negative,rohmi sebut ada pihak yang giring opini dukung tgb di pilgub ntb,2,3.1199656,9.081376
2024-08-01 21:16:00,Asep Japar Resmi Mendapat Rekomendasi Golkar Maju Pilbup Sukabumi 2024,Ormas Saja,Positive,asep japar resmi dapat rekomendasi golkar maju pilbup sukabumi 2024,2,4.099346,7.92372
2024-09-14 09:33:00,"Dukung Danny di Pilgub Sulsel, Projo Umbar Pengalaman 3 Kali Menang Pilpres",Ormas Saja,Neutral,dukung danny di pilgub sulsel projo umbar alam 3 kali menang pilpres,2,1.5885323,10.087864
2024-12-31 17:19:00,Tawa Jokowi Saat Ditanya soal Namanya Masuk Tokoh Terkorup Versi OCCRP,Ormas Saja,Negative,tawa jokowi saat tanya soal nama masuk tokoh korup versi occrp,2,3.6453595,8.393924
2024-07-02 19:57:00,LPOI Minta Aturan dan UU Terkait Tambang Dibuat Secara Jelas,Ormas Saja,Neutral,lpoi minta atur dan uu kait tambang buat cara jelas,3,3.914965,11.60395
2024-04-02 18:41:00,MKGR Deklarasi Dukung Airlangga Hartarto Jadi Ketum Golkar 2024-2029,MKGR,Positive,mkgr deklarasi dukung airlangga hartarto jadi tum golkar 2024-2029,3,4.7634516,8.5263
2025-03-16 13:00:00,Aliran Petta Bau Punya 11 Rukun Islam di Maros Disetop Usai Dinyatakan Sesat,Ormas Saja,Negative,alir petta bau punya 11 rukun islam di maros setop usai nyata sesat,4,2.8014877,4.549937
2021-11-27 13:40:00,Heboh Video Pria Doktrin Anggota Ormas PP untuk Membunuh,Pemuda Pancasila (PP),Negative,heboh video pria doktrin anggota ormas pp untuk bunuh,0,0.97130316,11.4616995
2024-09-10 13:18:00,Gibran Temani Respati-Astrid Blusukan di Laweyan: Kebetulan Balik Solo,Ormas Saja,Neutral,gibran teman respati-astrid blusukan di laweyan betul balik solo,2,2.4354577,9.112053
2024-12-27 10:52:00,PAN Minta Pemerintah Proaktif Siapkan Antisipasi Bencana di Libur Akhir Tahun,Ormas Saja,Neutral,pan minta perintah proaktif siap antisipasi bencana di libur akhir tahun,3,6.8583384,9.670463
2025-03-13 22:20:00,"Zakat Fitrah di Sumsel Sudah Ditetapkan, Segini Besarannya",Ormas Saja,Neutral,zakat fitrah di sumsel sudah tetap gin besar,0,5.887912,8.902623
2017-10-24 11:27:00,Massa Aksi Perppu Ormas Penuhi Depan Gedung DPR,Pemuda Pancasila (PP),Neutral,massa aksi perppu ormas penuh depan gedung dpr,3,4.1721683,11.131626
2025-04-15 09:35:00,"Malaysia Kedatangan MU, Pariwisata Indonesia Hanya Menonton?",Ormas Saja,Negative,malaysia datang mu pariwisata indonesia hanya tonton,2,5.0995955,7.120728
2023-06-15 17:42:00,HNW Minta Ormas Islam buat Ajak Umat Tidak Golput Saat Pemilu 2024,Ormas Islam,Positive,hnw minta ormas islam buat ajak umat tidak golput saat milu 2024,4,3.2235444,4.7836847
2025-03-12 16:50:00,Saran Komisi E DPRD Jatim ke Pemerintah Soal Sekolah Rakyat,Ormas Saja,Neutral,saran komisi e dprd jatim ke perintah soal sekolah rakyat,3,2.6202176,11.916571
2024-11-03 16:01:00,Penggerebekan Spa Plus-plus Sesama Jenis-Bule Ditikam Saat Live TikTok di Bali,Ormas Saja,Negative,gerebek spa plus sama jenis-bule tikam saat live tiktok di bal,2,5.57816,6.617318
2024-07-26 19:03:00,Rektor UMI Makassar Pastikan Tak Pernah Ada Kerja Sama Terkait Israel,Ormas Saja,Neutral,rektor umi makassar pasti tak pernah ada kerja sama kait israel,4,4.259829,3.0327442
2024-11-01 14:18:00,Pramono: 'Anak Abah' Rasa-rasanya Lebih Jatuh Cinta Sama Saya,Ormas Saja,Neutral,pramono anak abah rasa lebih jatuh cinta sama saya,2,2.5677965,9.315417
2021-11-27 10:33:00,"Polisi Dikeroyok Ormas PP, PKB: Malu Pakai Nama Pancasila Kalau Melukai",Pemuda Pancasila (PP),Negative,polisi keroyok ormas pp pkb malu pakai nama pancasila kalau luka,0,-0.81476504,11.0960655
2025-03-11 12:18:00,"Kok Bisa?! Gara-gara Diklakson, Sopir Alphard sampai Banting Pemotor",Ormas Saja,Negative,kok bisa gara-gara klakson sopir alphard sampai banting motor,0,1.6164217,10.139022
2024-06-26 23:38:00,Wamendag Sosialisasikan Peran UMKM-Digitalisasi Pasar Bersama HIPAKAD,Ormas Saja,Positive,wamendag sosialisasi peran umkm-digitalisasi pasar sama hipakad,3,3.508533,10.850682
2024-11-13 12:30:00,Puasa 2025: Prediksi Tanggal dan Hitung Mundurnya,Ormas Saja,Neutral,puasa 2025 prediksi tanggal dan hitung mundur,1,6.9239798,9.352687
2017-10-24 11:08:00,Polisi Asmaul Husna Amankan Demo Perppu Ormas,Pemuda Pancasila (PP),Neutral,polisi asmaul husna aman demo perppu ormas,0,-1.2816985,11.232112
2024-12-21 13:29:00,Mendes Yandri Minta Muhammadiyah Bantu Program Ketahanan Pangan di Desa,Muhammadiyah,Positive,mendes yandri minta muhammadiyah bantu program tahan pangan di desa,2,4.3338523,5.5622277
2024-07-24 16:15:00,Disdik Kebumen Bicara Adu Mulut Anggota PP Vs LSM soal Dugaan Pungli di SD,Pemuda Pancasila (PP),Negative,disdik kebumen bicara adu mulut anggota pp vs lsm soal duga pungli di sd,3,4.2493587,10.3643875
2025-03-08 05:32:00,Ponpes Zainul Hasan Genggong Probolinggo Gelar Festival Musik Patrol,Nahdlatul Ulama (NU),Positive,ponpes zainul hasan genggong probolinggo gelar festival musik patrol,2,1.6210111,7.8331285
2025-03-07 14:36:00,"Kemensos dan Bapanas Gelar Bazar Pangan, Harga 20% Lebih Murah dari Pasaran",Ormas Saja,Positive,kemensos dan bapanas gelar bazar pangan harga 20 lebih murah dari pasar,3,2.7753289,8.160883
2024-12-19 11:28:00,"Lukmanul Khakim Ucapkan Selamat ke Khofifah-Emil, Ajak Masyarakat Bersatu",Nahdlatul Ulama (NU),Positive,lukmanul khakim ucap selamat ke khofifah-emil ajak masyarakat satu,2,2.8845265,6.692324
2025-03-09 21:01:00,Ramai-ramai Mengecam Razia Warung di Garut saat Puasa,Ormas Saja,Negative,ramai kecam razia warung di garut saat puasa,2,1.6523063,8.597112
2024-09-03 12:14:00,HNW Pernah Kasih Opsi Anies Bikin Parpol Baru,Ormas Saja,Neutral,hnw pernah kasih opsi anies bikin parpol baru,0,1.9386277,9.54494
2021-11-26 19:58:00,Ultimatum Polisi untuk Korlap Demo Ormas PP: Datang atau Dijemput!,Pemuda Pancasila (PP),Negative,ultimatum polisi untuk korlap demo ormas pp datang atau jemput,3,-1.015979,11.206253
2024-11-10 20:00:00,3 Contoh Surat Rekomendasi Petugas Haji serta Link Download Dokumennya,Ormas Saja,Positive,3 contoh surat rekomendasi tugas haji serta link download dokumen,2,6.3655214,8.041747
2024-12-18 13:47:00,Menteri Nusron Wahid ke PP Muhammadiyah Bahas Sertifikasi Tanah Wakaf,Pemuda Pancasila (PP),Neutral,menteri nusron wahid ke pp muhammadiyah bahas sertifikasi tanah wakaf,2,5.300432,5.7389297
2024-10-26 15:03:00,Kelakar Suswono Soal Kartu Janda,Ormas Saja,Neutral,kelakar suswono soal kartu janda,3,3.1736104,9.817136
2017-10-23 13:05:00,Menanti Nasib Perppu Ormas di Komisi II DPR,Pemuda Pancasila (PP),Neutral,nanti nasib perppu ormas di komisi ii dpr,3,4.4116096,11.170775
2024-07-20 13:00:00,Anies Bicara soal Ingin Kembalikan yang 'Absen' di Jakarta,Ormas Saja,Neutral,anies bicara soal ingin kembali yang absen di jakarta,2,4.9938602,7.361043
2024-08-13 20:38:00,"Soal Rais Aam Minta PBNU Perbaiki PKB, Jazilul: Yang Harus Dibenahi PBNU",Nahdlatul Ulama (NU),Negative,soal rais aam minta pbnu baik pkb jazilul yang harus benah pbnu,3,3.9610465,8.647975
2025-03-01 22:00:00,Ini Sosok 2 Pria Ngaku Lihat Hilal di Aceh Tapi Tak Disumpah MS Jantho,Ormas Saja,Neutral,ini sosok 2 pria ngaku lihat hilal di aceh tapi tak sumpah ms jantho,2,0.6504591,9.739051
2025-03-01 21:06:00,Kapolresta Malang Kota Pimpin Apel Pengamanan Sertijab Walkot-Deklarasi Damai,Ormas Saja,Positive,kapolresta malang kota pimpin apel aman sertijab walkot-deklarasi damai,3,2.1213667,10.736421
2025-02-28 19:13:00,"Pengumuman Hasil Sidang Isbat Awal Puasa Ramadan 2025, Tanggal 1 atau 2 Maret?",Ormas Saja,Neutral,umum hasil sidang isbat awal puasa ramadan 2025 tanggal 1 atau 2 maret,1,8.517809,9.2378025
2025-02-28 17:15:00,"Sidang Isbat Penetapan 1 Ramadan 2025 M/1446 H, Link Live Cek di Sini!",Ormas Saja,Neutral,sidang isbat tetap 1 ramadan 2025 m 1446 h link live cek di sini,1,8.486028,9.04138
2025-02-28 15:30:00,"Link Live Streaming Sidang Isbat Penetapan 1 Ramadan 2025 M/1446 H, Cek di Sini!",Ormas Saja,Neutral,link live streaming sidang isbat tetap 1 ramadan 2025 m 1446 h cek di sini,1,7.914781,10.333067
2021-11-26 16:03:00,Komisi II DPR soal Ormas Langgar Aturan: Pembinaan Belum Jalan,Ormas Saja,Negative,komisi ii dpr soal ormas langgar atur bina belum jalan,3,4.3132186,11.375126
2025-02-28 13:30:00,Awal Puasa Ramadan 2025 di Arab Saudi dan Indonesia Apakah Sama?,Ormas Saja,Neutral,awal puasa ramadan 2025 di arab saudi dan indonesia apakah sama,1,8.583708,8.997567
2025-02-28 10:24:00,Penjelasan Ahli BRIN soal Potensi Kemungkinan Awal Puasa 2 Maret 2025,Ormas Saja,Neutral,jelas ahli brin soal potensi mungkin awal puasa 2 maret 2025,1,7.0384154,9.358857
2017-10-20 17:57:00,Pemerintah dan DPR Tunda Pengambilan Keputusan Perppu Ormas,Pemuda Pancasila (PP),Neutral,perintah dan dpr tunda ambil putus perppu ormas,3,4.062465,11.262466
2024-05-22 22:30:00,Navicula Batal Manggung di WWF Imbas Intimidasi Diskusi People's Water Forum,Ormas Saja,Negative,navicula batal manggung di wwf imbas intimidasi diskusi people s water forum,3,6.2083197,6.365447
2024-07-18 19:37:00,"ARI-BP Akan Gelar Aksi di Patung Kuda, Tolak Israel Ikut Olimpiade Paris",Ormas Saja,Neutral,ari-bp akan gelar aksi di patung kuda tolak israel ikut olimpiade paris,3,4.075721,2.7999284
2024-11-04 19:54:00,Din Syamsuddin Dukung RK-Suswono: Tepat untuk Memimpin Jakarta,Ormas Saja,Positive,din syamsuddin dukung rk-suswono tepat untuk pimpin jakarta,2,4.8975973,7.3523836
2024-11-04 14:23:00,Perindo Tuding Ada Pihak Manfaatkan Situasi TGB Keluar dari Partai,Ormas Saja,Negative,perindo tuding ada pihak manfaat situasi tgb keluar dari partai,3,4.256297,10.293293
2024-11-02 07:16:00,Ramai Desakan Penertiban Miras di Jogja hingga Rencana Apel Akbar Banser,Ormas Saja,Neutral,ramai desa tertib miras di jogja hingga rencana apel akbar banser,3,1.1226985,8.136314
2025-02-25 14:30:00,Cara Unik Munggahan ala Ribuan Santri Ciamis Jelang Ramadan 2025,Ormas Saja,Positive,cara unik munggahan ala ribu santri ciamis jelang ramadan 2025,1,8.7336,8.948375
2024-11-03 17:37:00,"Jadikan Cimahi Kota Religius, Dikdik-Bagja Beberkan Program Keagamaan",Ormas Saja,Positive,jadi cimahi kota religius dikdik-bagja kan program agama,4,1.2993771,5.806443
2021-11-25 16:29:00,"Tolak Masuk Gedung, Pemuda Pancasila Minta Ditemui Perwakilan DPR",Ormas Saja,Neutral,tolak masuk gedung pemuda pancasila minta temu wakil dpr,3,4.1348147,10.976399
2025-02-23 15:30:00,Suara Palestina Merdeka Kembali Menggema dari Bandung,Ormas Saja,Positive,suara palestina merdeka kembali gema dari bandung,4,4.215921,3.572354
2025-02-26 14:32:00,"Ramadhan 2025: Jadwal Sidang Isbat, Awal Puasa, Libur Sekolah, Cuti Bersama",Ormas Saja,Neutral,ramadhan 2025 jadwal sidang isbat awal puasa libur sekolah cuti sama,1,7.8757033,9.177441
2024-08-08 08:05:00,Sentilan Korpri ke Banggar DPRD Bone Usai Iuran Rp 200 Juta Per Bulan Disorot,Ormas Saja,Negative,sentil korpri ke banggar dprd bone usai iur rp 200 juta per bulan sorot,3,3.4945016,10.853123
2017-10-19 17:54:00,"HTI, FPI, MUI dan DPR Bahas Perppu Ormas",Front Pembela Islam (FPI),Neutral,hti fpi mui dan dpr bahas perppu ormas,3,5.470393,5.6356397
2024-10-18 11:17:00,Pemkot Magelang Ungkap Retreat Kabinet Prabowo Bakal Pakai Tenda,Ormas Saja,Neutral,pemkot magelang ungkap retreat kabinet prabowo bakal pakai tenda,0,3.9816878,9.395142
2024-08-07 19:32:00,Survei CPI-LSI Denny JA di Pilkada Blora: Incumbent Unggul,Ormas Saja,Positive,survei cpi-lsi denny ja di pilkada blora incumbent unggul,2,4.7279973,8.270148
2024-08-16 18:30:00,Polisi Tangguhkan Penahanan Ketua FKPPI Langkat yang Ditangkap Kasus Judi,Pemuda Pancasila (PP),Neutral,polisi tangguh tahan ketua fkppi langkat yang tangkap kasus judi,0,-0.6243442,10.444432
2025-02-25 12:30:00,"Awal Ramadhan 2025 Pemerintah, NU dan Muhammadiyah",Nahdlatul Ulama (NU),Neutral,awal ramadhan 2025 perintah nu dan muhammadiyah,1,8.52002,8.171352
2024-10-17 22:09:00,Ahmad Syaikhu Raih detikcom Awards 2024 'Pendorong Demokrasi Berintegritas',Ormas Saja,Positive,ahmad syaikhu raih detikcom awards 2024 dorong demokrasi integritas,3,4.781839,10.394948
2025-02-20 08:00:00,Ramadan Hitung Mundur: 9 Hari Lagi Puasa 2025,Ormas Saja,Neutral,ramadan hitung mundur 9 hari lagi puasa 2025,1,8.779154,9.0047
2024-06-15 19:22:00,"Berbagi Kebahagiaan Idul Adha, Polres Mojokerto Sumbang 29 Hewan Kurban",Ormas Saja,Positive,bagi bahagia idul adha polres mojokerto sumbang 29 hewan kurban,2,3.1704016,6.2578173
2021-11-24 18:24:00,"Mencekam! Ormas di Karawang Bentrok, 1 Mobil Hancur dan 2 Orang Luka",Ormas Saja,Negative,cekam ormas di karawang bentrok 1 mobil hancur dan 2 orang luka,0,0.5944998,10.083824
2025-03-27 13:02:00,"Bareng Polres-Ormas, Bupati Badung Bahas Keamanan Jelang Nyepi & Lebaran",Ormas Saja,Positive,bareng polres-ormas bupati badung bahas aman jelang nyepi lebaran,2,5.3723693,5.630686
2025-02-18 13:10:00,"Koperasi Masuk Prioritas Kelola Tambang, Begini Respons Budi Arie",Ormas Saja,Neutral,koperasi masuk prioritas kelola tambang begini respons budi arie,2,2.9143898,10.446117
2024-06-19 07:00:00,Ceramah Zamroni Sebut Allah Lelaki hingga Lolos dari Dakwaan Penistaan Agama,Ormas Saja,Negative,ceramah zamroni sebut allah lelaki hingga lolos dari dakwa nista agama,4,1.2754995,6.194445
2017-10-19 14:12:00,"TNI, Polri, dan Kejagung Dukung Perppu Ormas",Pemuda Pancasila (PP),Neutral,tni polri dan jagung dukung perppu ormas,0,1.1898252,9.73854
2025-02-17 21:02:00,Kata Kodam BB Soal KKJ Beri Bukti Oknum TNI Terlibat Pembakaran Rumah Wartawan,Ormas Saja,Negative,kata kodam bb soal kkj beri bukti oknum tni libat bakar rumah wartawan,0,-1.7355034,12.753507
2024-12-04 15:35:00,Uskup Kupang Apresiasi Milad Muhammadiyah ke-112 yang Hadirkan Presiden,Muhammadiyah,Positive,uskup kupang apresiasi milad muhammadiyah ke-112 yang hadir presiden,4,3.1822476,5.805056
2024-10-14 19:17:00,"Wihaji Dipanggil Prabowo, Diminta Perhatikan Stunting hingga Ibu Hamil",Ormas Saja,Positive,wihaji panggil prabowo minta perhati stunting hingga ibu hamil,2,3.0169277,8.497281
2025-02-17 19:00:00,"RUU Minerba Disetujui Baleg DPR, Bahlil: Jihad Konstitusi",Ormas Saja,Positive,ruu minerba tuju baleg dpr bahlil jihad konstitusi,4,2.4479165,4.8131666
2025-02-17 15:01:00,"Kemenag Aceh Siapkan 6 Tempat Pengamatan Hilal 1 Ramadan, Ini Lokasinya",Ormas Saja,Neutral,kemenag aceh siap 6 tempat amat hilal 1 ramadan ini lokasi,1,8.791957,8.98914
2024-08-13 15:00:00,"Jadi Tersangka, Ketua FKPPI Langkat yang Ditangkap Kasus Judi Ditahan",Pemuda Pancasila (PP),Negative,jadi sangka ketua fkppi langkat yang tangkap kasus judi tahan,0,-0.21923792,10.121039
2024-08-13 14:15:00,Polda Sumut Tangkap Ketua FKPPI Langkat Kasus Perjudian,Pemuda Pancasila (PP),Negative,polda sumut tangkap ketua fkppi langkat kasus judi,0,-0.3417252,10.196563
2021-11-03 09:57:00,"Dosen UIN Jakarta Dinilai Hina NU, Berikut Ini Penjelasannya",Nahdlatul Ulama (NU),Negative,dosen uin jakarta nilai hina nu ikut ini jelas,2,4.689448,7.539474
2025-02-20 22:30:00,"Jadwal Sidang Isbat Ramadhan Resmi Kemenag RI, Catat Tanggal dan Tahapannya",Ormas Saja,Neutral,jadwal sidang isbat ramadhan resmi kemenag ri catat tanggal dan tahap,1,7.7961802,9.1617775
2024-12-03 10:38:00,Isi Garasi PJ Walikota Pekanbaru yang Terjaring OTT KPK,Ormas Saja,Negative,isi garasi pj walikota pekanbaru yang jaring ott kpk,3,3.8558056,8.697724
2024-10-13 14:08:00,FBR Deklarasi Dukung Pramono-Rano di Pilgub Jakarta,Forum Betawi Rempug (FBR),Positive,fbr deklarasi dukung pramono-rano di pilgub jakarta,2,4.6191645,7.4267516
2017-10-18 14:45:00,Yusril Bahas Perppu Ormas di Komisi II,Pemuda Pancasila (PP),Neutral,yusril bahas perppu ormas di komisi ii,2,5.3914423,5.6245837
2024-05-15 22:30:00,Cara Sekelompok Masyarakat Probolinggo Dukung WWF ke-10 di Bali,Ormas Saja,Positive,cara kelompok masyarakat probolinggo dukung wwf ke-10 di bal,3,5.9608364,6.4381475
2025-02-15 20:38:00,Legislator Puji Gerak Cepat Polres Tangsel Bekuk Penodong Pisau Depan Murid TK,Ormas Saja,Positive,legislator puji gerak cepat polres tangsel bekuk todong pisau depan murid tk,2,3.2750926,8.4427
2025-02-15 07:00:00,BPJPH Gandeng 11 Mitra Strategis untuk Fasilitasi 410 Ribu Pelaku Usaha,Ormas Saja,Positive,bpjph gandeng 11 mitra strategis untuk fasilitas 410 ribu laku usaha,2,3.9707797,8.268661
2024-12-02 08:23:00,Saat Kubu RK Ajak Simpatisan Gagal Nyoblos Ngadu ke Bawaslu,Ormas Saja,Neutral,saat kubu rk ajak simpatisan gagal nyoblos ngadu ke bawaslu,2,3.0059478,7.7341824
2024-04-30 19:46:00,Respons Anies Saat Ditanya soal Gabung Prabowo-Gibran: Warga Negara Sekarang,Ormas Saja,Neutral,respons anies saat tanya soal gabung prabowo-gibran warga negara sekarang,3,3.0444663,9.496628
2025-02-13 15:38:00,"MPR Kena Efisiensi Anggaran Rp 224 M, DPD Dipotong Rp 442 Miliar",Ormas Saja,Negative,mpr kena efisiensi anggar rp 224 m dpd potong rp 442 miliar,3,4.745742,9.225695
