date,headline,ormas,sentiment,headline_stem
2023-06-25 12:39:00,"Bule Rusia Anggota Ormas Dideportasi, Selamat Tinggal!",Ormas Saja,Neutral,bule rusia anggota ormas deportasi selamat tinggal
2025-01-17 10:22:00,5 Orang Jadi Tersangka Kasus Penyerangan Markas PP di Bandung,Pemuda Pancasila (PP),Negative,5 orang jadi sangka kasus serang markas pp di bandung
2025-01-15 18:57:00,"Markas Pemuda Pancasila di Bandung Diserang GRIB, Mobil-Motor Dirusak",Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,markas pemuda pancasila di bandung serang grib mobil-motor rusak
2025-02-13 19:40:00,"Festival Kuliner Nonhalal di Solo Tetap Digelar, Venue Dipisah-Dijaga",Nahdlatul Ulama (NU),Neutral,festival kuliner nonhalal di solo tetap gelar venue dipisah-dijaga
2023-09-13 22:30:00,Tim Pemenangan Anies-Cak Imin akan Terdiri dari Ormas hingga Gen Z,Ormas Saja,Neutral,tim menang anies-cak imin akan diri dari ormas hingga gen z
2025-01-12 09:26:00,"Viral Ngonten di Taman Literasi Dimintai Izin, Pramono Janji Sikat Pungli",Ormas Saja,Neutral,viral ngonten di taman literasi minta izin pramono janji sikat pungli
2025-01-18 16:24:00,Bentrok PP Vs GRIB Blora Berujung Sepakati 5 Poin Damai,Pemuda Pancasila (PP),Neutral,bentrok pp vs grib blora ujung sepakat 5 poin damai
2024-11-03 18:23:00,FPI dkk Bakal Aksi Reuni 411 di Depan Istana Besok,Front Pembela Islam (FPI),Negative,fpi dkk bakal aksi reuni 411 di depan istana besok
2022-11-29 18:02:00,Aliansi Umat Islam Surabaya Tuntut Sukmawati Diadili,Ormas Saja,Negative,aliansi umat islam surabaya tuntut sukmawati adil
2025-02-27 10:00:00,Berapa Hari Lagi Puasa 2025? Cek di Sini Ya,Ormas Saja,Neutral,berapa hari lagi puasa 2025 cek di sini ya
2025-04-15 07:00:00,Heboh Rumah La Nyalla Mattalitti Diobok-obok KPK soal Dana Hibah Jatim,Ormas Saja,Negative,heboh rumah la nyalla mattalitti diobok-obok kpk soal dana hibah jatim
2025-01-19 08:03:00,Video: Komentar Bahlil soal Gibran Absen HUT MKGR,MKGR,Neutral,video komentar bahlil soal gibran absen hut mkgr
2025-03-21 17:59:00,"'Jagoan Cikiwul' Tukang Palak Kena Pasal Berlapis, Terancam 9 Tahun Bui",Ormas Saja,Negative,jago cikiwul tukang palak kena pasal lap ancam 9 tahun bui
2025-01-28 12:50:00,Kebut Aturan Tambang Masuk Kampus,Ormas Saja,Neutral,kebut atur tambang masuk kampus
2025-03-12 04:15:00,Menag Akan Buat Kursus Calon Pengantin untuk Cegah Perceraian,Ormas Saja,Positive,menag akan buat kursus calon pengantin untuk cegah cerai
2025-01-21 07:44:00,PDIP Soroti Usulan Kampus Kelola Tambang: Tak Sesuai Fungsi Perguruan Tinggi,Ormas Saja,Negative,pdip sorot usul kampus kelola tambang tak sesuai fungsi guru tinggi
2023-08-25 15:38:00,Harapan Ormas Mahasiswa Jelang Pemilu 2024,Ormas Saja,Neutral,harap ormas mahasiswa jelang milu 2024
2024-11-07 12:23:00,"Pengeroyok TNI di Jaksel Masih Ada yang Buron, Polisi Imbau Serahkan Diri",Ormas Saja,Negative,keroyok tni di jaksel masih ada yang buron polisi imbau serah diri
2024-11-18 21:42:00,Menhut Raja Juli Minta Saran dan Ajak PGI Kolaborasi Kelola Hutan,Ormas Saja,Neutral,menhut raja juli minta saran dan ajak pgi kolaborasi kelola hutan
2025-01-17 08:45:00,Jangan Ganggu Kamtibmas di Jabar!,Ormas Saja,Neutral,jangan ganggu kamtibmas di jabar
2022-11-26 07:49:00,Kemendagri Beri Penghargaan Pada Ormas Berprestasi,Ormas Saja,Positive,kemendagri beri harga pada ormas prestasi
2025-01-16 12:08:00,Polisi Antisipasi Konflik GRIB dan PP Tak Merembet ke Jatim,Pemuda Pancasila (PP),Neutral,polisi antisipasi konflik grib dan pp tak rembet ke jatim
2025-01-30 12:30:00,Anggota TNI Temukan Narkoba saat Cari Pengeroyok Rekannya di Deli Serdang,Ormas Saja,Negative,anggota tni temu narkoba saat cari keroyok rekan di deli serdang
2025-03-10 13:35:00,Said Abdullah Beri Instruksi Khusus ke Kader PDIP selama Ramadan,Ormas Saja,Neutral,said abdullah beri instruksi khusus ke kader pdip lama ramadan
2025-03-21 15:45:00,"Palak Perusahaan, 'Bang Jago Cikiwul' Bekasi Ditangkap Polisi!",Ormas Saja,Negative,palak usaha bang jago cikiwul bekas tangkap polisi
2025-03-21 09:23:00,'Jagoan Cikiwul' Palak Perusahaan di Bekasi Ditangkap Polisi!,Ormas Saja,Negative,jago cikiwul palak usaha di bekas tangkap polisi
2023-08-08 09:55:00,"Heboh Anggota TNI Dikeroyok Ormas di Semarang, Kini Berakhir Damai",Ormas Saja,Neutral,heboh anggota tni keroyok ormas di semarang kini akhir damai
2025-01-15 10:15:00,"Ricuh PP Vs GRIB di Blora, Mobil Dirusak-Ada Korban Luka",Pemuda Pancasila (PP),Negative,ricuh pp vs grib di blora mobil dirusak-ada korban luka
2025-03-27 22:03:00,"Kronologi Bentrok Ormas di Kelapa Gading, 19 Orang Ditangkap",Ormas Saja,Negative,kronologi bentrok ormas di kelapa gading 19 orang tangkap
2025-01-12 13:09:00,"Video Viral Ngonten di Blok M Harus Izin, Pramono: Nggak Boleh Pungli!",Ormas Saja,Neutral,video viral ngonten di blok m harus izin pramono nggak boleh pungli
2022-11-06 17:07:00,Potret Ricuh Massa Ormas di Depan KPK,Ormas Saja,Negative,potret ricuh massa ormas di depan kpk
2025-01-15 14:29:00,19 Orang Diamankan Buntut Ricuh PP Vs GRIB di Blora,Pemuda Pancasila (PP),Negative,19 orang aman buntut ricuh pp vs grib di blora
2025-01-22 16:09:00,Ketua PBNU Berkelakar 'Sogokan Hasanah' di Rapat DPR: Kalau KPK Dengar Marah,Nahdlatul Ulama (NU),Neutral,ketua pbnu kelakar sogo hasanah di rapat dpr kalau kpk dengar marah
2025-02-28 09:20:00,Sidang Isbat Awal Ramadan 2025 Dimulai Pukul Berapa? Cek di Sini!,Ormas Saja,Neutral,sidang isbat awal ramadan 2025 mulai pukul berapa cek di sini
2025-01-16 07:00:00,Akhir Damai PP dan GRIB Usai Bentrok di Blora,Pemuda Pancasila (PP),Neutral,akhir damai pp dan grib usai bentrok di blora
2025-02-28 08:13:00,Pemkot Bandung Diminta Tutup THM Selama Ramadan,Ormas Saja,Neutral,pemkot bandung minta tutup thm lama ramadan
2024-12-09 17:56:00,Menag Nasaruddin Kaji Usulan Sertifikasi Pendakwah,Ormas Saja,Neutral,menag nasaruddin kaji usul sertifikasi dakwah
2024-10-31 16:31:00,25 LSM Deklarasi Dukung Aep-Maslani di Pilkada Karawang,Ormas Saja,Neutral,25 lsm deklarasi dukung aep-maslani di pilkada karawang
2023-08-07 17:08:00,Polisi Tangkap Anggota Ormas yang Ngamuk Minta Jatah di Karawang,Ormas Saja,Negative,polisi tangkap anggota ormas yang ngamuk minta jatah di karawang
2023-06-29 13:25:00,"Bule Rusia yang Jadi Anggota Ormas Bali, Berhasil Dideportasi",Ormas Saja,Neutral,bule rusia yang jadi anggota ormas bal hasil deportasi
2025-02-17 22:34:00,Menkum Tegaskan Revisi UU Minerba Utamakan Kelola Tambang ke UMKM-Koperasi,Ormas Saja,Neutral,menkum tegas revisi uu minerba utama kelola tambang ke umkm-koperasi
2025-02-17 16:30:00,"Konvoi Berujung Pengeroyokan, 3 Pesilat di Blitar Jadi Tersangka",Ormas Saja,Negative,konvoi ujung keroyok 3 silat di blitar jadi sangka
2022-09-12 19:35:00,Capim Luthfi Jayadi Ingin NU-Muhammadiyah Ikut Berantas Korupsi,Nahdlatul Ulama (NU),Neutral,capim luthfi jayadi ingin nu-muhammadiyah ikut berantas korupsi
2025-02-11 22:00:00,Jabar Hari Ini: Lansia Terkapar gegara Bule Amerika,Ormas Saja,Negative,jabar hari ini lansia kapar gegara bule amerika
2024-12-30 17:15:00,"MKGR Gelar Refleksi Akhir Tahun 2024, Bahas Pencapaian-Kenaikan PPN 12%",Pemuda Pancasila (PP),Neutral,mkgr gelar refleksi akhir tahun 2024 bahas pencapaian-kenaikan ppn 12
2023-06-28 19:12:00,Golkar Jatim Serahkan Sapi Kurban untuk 3 Ormas Islam,Ormas Islam,Positive,golkar jatim serah sapi kurban untuk 3 ormas islam
2025-02-04 21:01:00,Gus Ipul: Sarasehan Ulama Jadi Bahan Diskusi di Konbes PBNU,Nahdlatul Ulama (NU),Neutral,gus ipul sarasehan ulama jadi bahan diskusi di konbes pbnu
2025-01-09 11:20:00,Fakta Camat Asemrowo Digeruduk-Dituding Sembunyikan Wanita Usai Obrak Bangli,Ormas Saja,Negative,fakta camat asemrowo digeruduk-dituding sembunyi wanita usai obrak bangli
2025-03-20 15:19:00,"Premanisme Bisa Bikin Investasi RI Terganggu, Sandiaga Uno: Kita Nggak Dilirik",Ormas Saja,Negative,preman bisa bikin investasi ri ganggu sandiaga uno kita nggak lirik
2023-06-27 23:04:00,Bye... Bye... Bule Rusia Anggota Ormas Ditendang Keluar Bali,Ormas Saja,Neutral,bye bye bule rusia anggota ormas tendang keluar bal
2023-08-07 10:31:00,"Viral Ormas Ngamuk-ngamuk Minta Jatah di Karawang, Ini Kata Pemilik Toko",Ormas Saja,Negative,viral ormas ngamuk-ngamuk minta jatah di karawang ini kata milik toko
2025-03-11 10:03:00,"Tentang 11 Maret Peringatan Hari Supersemar, Begini Sejarahnya",Ormas Saja,Neutral,tentang 11 maret ingat hari supersemar begini sejarah
2023-06-26 21:43:00,"PPP Salurkan Hewan Kurban ke Ormas, Pondok Pesantren, dan Yayasan",Pemuda Pancasila (PP),Positive,ppp salur hewan kurban ke ormas pondok pesantren dan yayasan
2025-01-22 11:12:00,"Revisi UU Minerba, Baleg DPR Rapat Dengar Pendapat PBNU-Muhammadiyah",Nahdlatul Ulama (NU),Neutral,revisi uu minerba baleg dpr rapat dengar dapat pbnu-muhammadiyah
2022-09-12 17:01:00,LPOI Bicara Soal Bahaya Radikalisme hingga Separatisme,Ormas Saja,Negative,lpoi bicara soal bahaya radikalisme hingga separatisme
2024-10-13 21:08:00,Pelantikan Grib di Medan yang Dihadiri Hercules Ricuh dengan Geng Motor,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,lantik grib di medan yang hadir hercules ricuh dengan geng motor
2025-01-05 19:54:00,Video: Eksponen Fusi PPP 1973 Dukung Dudung-Gus Ipul Jadi Ketum PPP,Pemuda Pancasila (PP),Neutral,video eksponen fusi ppp 1973 dukung dudung-gus ipul jadi tum ppp
2025-01-30 20:15:00,Prajurit TNI yang Diduga Dikeroyok di Deli Serdang Bikin Laporan ke Polisi,Ormas Saja,Negative,prajurit tni yang duga keroyok di deli serdang bikin lapor ke polisi
2025-01-17 14:06:00,"Disediakan Tempat di Acara HUT MKGR, Jokowi Bakal Hadir?",MKGR,Neutral,sedia tempat di acara hut mkgr jokowi bakal hadir
2025-01-15 19:40:00,"MKGR Pastikan Gibran Hadiri Acara HUT, Tempat untuk Jokowi Disediakan",MKGR,Neutral,mkgr pasti gibran hadir acara hut tempat untuk jokowi sedia
2025-01-15 17:07:00,"Markas PP di Bandung Diserang Sekelompok Orang, Ada Korban Luka",Pemuda Pancasila (PP),Negative,markas pp di bandung serang kelompok orang ada korban luka
2024-12-09 14:00:00,"Usulan Soal Sertifikasi Pendakwah, Ketum PP Muhammadiyah: Sebaiknya Tidak",Pemuda Pancasila (PP),Neutral,usul soal sertifikasi dakwah tum pp muhammadiyah baik tidak
2023-08-06 09:41:00,Viral Anggota TNI Diduga Dikeroyok Ormas Pemuda Pancasila di Semarang,Ormas Saja,Negative,viral anggota tni duga keroyok ormas pemuda pancasila di semarang
2025-01-23 15:01:00,Menimbang Wacana Kampus Bisa Kelola Tambang,Ormas Saja,Neutral,timbang wacana kampus bisa kelola tambang
2024-12-06 20:35:00,Prabowo Akan Minta Pendapat Majelis Ulama soal Usul Pendakwah Disertifikasi,Ormas Saja,Neutral,prabowo akan minta dapat majelis ulama soal usul dakwah sertifikasi
2024-11-19 15:42:00,Lingkaran Setan Parkir Liar di Jakarta,Ormas Saja,Negative,lingkar setan parkir liar di jakarta
2022-09-11 15:58:00,Eksponen Ormas Trikarya Sikapi Dinamika Partai Golkar,Ormas Saja,Neutral,eksponen ormas trikarya sikap dinamika partai golkar
2025-01-22 18:26:00,PN Cibadak: Eksekusi Lahan di Kampung Canghegar Sesuai Putusan Hukum,Ormas Saja,Neutral,pn cibadak eksekusi lahan di kampung canghegar sesuai putus hukum
2025-01-19 17:30:00,Bentrok PP Vs GRIB di Bandung Berujung 5 Orang Dibui,Pemuda Pancasila (PP),Negative,bentrok pp vs grib di bandung ujung 5 orang bui
2025-01-15 15:49:00,"Ketua DPD Usul Program MBG Pakai Zakat, Muhammadiyah Ingatkan soal Mustahik",Muhammadiyah,Neutral,ketua dpd usul program mbg pakai zakat muhammadiyah ingat soal mustahik
2024-11-18 19:52:00,"Hadiri Festival Batak di Jaktim, Ridwan Kamil dan Atalia Dipasangkan Kain Ulos",Ormas Saja,Neutral,hadir festival batak di jaktim ridwan kamil dan atalia pasang kain ulos
2024-11-18 15:32:00,"Jakarta Timur Battleground Pilkada, Pramono Yakin Raih Suara di Atas 50%",Ormas Saja,Neutral,jakarta timur battleground pilkada pramono yakin raih suara di atas 50
2025-02-17 15:47:00,Baleg DPR: RUU Minerba Atur BUMN-BUMD Jadi Perantara Kampus Kelola Tambang,Ormas Saja,Neutral,baleg dpr ruu minerba atur bumn-bumd jadi antara kampus kelola tambang
2025-04-11 19:08:00,Ayo Donor Dab! Stok Darah di PMI Bantul Kritis,Ormas Saja,Negative,ayo donor dab stok darah di pmi bantul kritis
2023-08-04 17:33:00,Penampakan Tiga Posko Ormas di Semarang Dirusak Orang Tak Dikenal,Ormas Saja,Negative,tampak tiga posko ormas di semarang rusak orang tak kenal
2024-11-01 14:41:00,GP Ansor DIY soal Miras Ditertibkan: Daripada Pihak Lain yang Razia,Ormas Saja,Neutral,gp ansor diy soal miras tertib daripada pihak lain yang razia
2024-11-22 14:30:00,"Puluhan Bakul Miras Klaten Kumpul di Pemkab, Kompak Setop Jualan",Ormas Saja,Neutral,puluh bakul miras klaten kumpul di pemkab kompak setop jual
2025-02-13 09:00:00,Helens Play Mart Jambi Disegel Terkait Izin Penjualan Minuman Alkohol,Nahdlatul Ulama (NU),Negative,helens play mart jambi segel kait izin jual minum alkohol
2022-09-07 16:22:00,Sengkarut di Munaslub Pemuda Panca Marga,Ormas Saja,Negative,sengkarut di munaslub pemuda panca marga
2025-02-12 20:45:00,Bumi Resources Buka Suara soal Penyegelan Tambang Emas,Ormas Saja,Neutral,bumi resources buka suara soal segel tambang emas
2024-09-07 05:49:00,Tegang! Acara Ridwan Kamil di Jatinegara Sempat Diwarnai Adu Mulut,Ormas Saja,Negative,tegang acara ridwan kamil di jatinegara sempat warna adu mulut
2024-12-31 20:28:00,"Kemas Sabu buat Pesanan Malam Tahun Baru, Aparat Desa Digerebek",Ormas Saja,Negative,kemas sabu buat pesan malam tahun baru aparat desa gerebek
2024-09-14 19:31:00,RK Terima Curhat Disabilitas soal Perluasan Subsidi Transportasi-Pendidikan,Ormas Saja,Neutral,rk terima curhat disabilitas soal luas subsidi transportasi-pendidikan
2025-02-04 22:00:00,Gus Ipul Beri Apresiasi Positif Acara Sarasehan Ulama,Ormas Saja,Positive,gus ipul beri apresiasi positif acara sarasehan ulama
2024-12-22 10:10:00,Polisi Atur Strategi Kelancaran Lalin selama Nataru di Jatim,Ormas Saja,Neutral,polisi atur strategi lancar lalin lama nataru di jatim
2023-06-27 02:00:00,PPP Bagi-bagi Hewan Kurban ke Ormas-Ponpes,Pemuda Pancasila (PP),Positive,ppp bagi hewan kurban ke ormas-ponpes
2025-01-30 14:12:00,Menteri ATR Minta Bantuan DPR soal Sertifikasi Tanah Ulayat,Ormas Saja,Neutral,menteri atr minta bantu dpr soal sertifikasi tanah ulayat
2024-11-10 12:47:00,"Video: Gelar Aksi Bela Palestina, FPI Minta Prabowo Kirim Pasukan Perdamaian",Front Pembela Islam (FPI),Neutral,video gelar aksi bela palestina fpi minta prabowo kirim pasu damai
2024-09-03 22:02:00,Bamsoet: MPR dan LDII Akan Gelar Sosialisasi Empat Pilar di Ponpes-Sekolah,Ormas Saja,Neutral,bamsoet mpr dan ldii akan gelar sosialisasi empat pilar di ponpes-sekolah
2022-08-07 19:53:00,Pemuda Pancasila Bicara Reformasi Agraria,Ormas Saja,Neutral,pemuda pancasila bicara reformasi agraria
2025-02-28 12:00:00,"Mengenal Apa Itu Sidang Isbat, Kegiatan untuk Penentuan Awal Ramadan",Ormas Saja,Neutral,kenal apa itu sidang isbat giat untuk tentu awal ramadan
2024-10-14 11:45:00,Persis Bakal Susul NU-Muhammadiyah Kelola Tambang,Nahdlatul Ulama (NU),Neutral,persis bakal susul nu-muhammadiyah kelola tambang
2025-01-24 05:59:00,"Revisi UU Minerba Resmi Jadi Usulan DPR, Ini Isinya",Ormas Saja,Neutral,revisi uu minerba resmi jadi usul dpr ini isi
2025-01-23 11:58:00,Tok! Revisi UU Minerba Resmi Jadi Usulan DPR,Ormas Saja,Neutral,tok revisi uu minerba resmi jadi usul dpr
2024-11-09 22:03:00,"Pramono Santai Jelang Debat Ketiga: Minta Diserang, Nggak Ada Yang Nyerang",Ormas Saja,Neutral,pramono santai jelang debat tiga minta serang nggak ada yang nyerang
2025-02-13 13:00:00,Melawan Godaan Tambang,Ormas Saja,Neutral,lawan goda tambang
2025-01-21 12:58:00,"Perguruan Tinggi Diusulkan Bisa Kelola Tambang, Awas Lebih Banyak Ruginya!",Ormas Saja,Negative,guru tinggi usul bisa kelola tambang awas lebih banyak rugi
2023-05-19 10:16:00,Rudi Boy Abang Jago Pemalak Sopir di Bogor Ditangkap Polisi,Ormas Saja,Negative,rudi boy abang jago malak sopir di bogor tangkap polisi
2024-11-04 15:44:00,"Video: Tak Bisa ke Istana, Massa Aksi 411 Berzikir di Kawasan Patung Kuda",Ormas Saja,Neutral,video tak bisa ke istana massa aksi 411 zikir di kawasan patung kuda
2025-03-24 15:53:00,Polda Metro Ungkap 4 Wilayah Tertinggi Rawan Kriminalitas: Jaksel-Depok,Ormas Saja,Negative,polda metro ungkap 4 wilayah tinggi rawan kriminalitas jaksel-depok
2025-03-24 11:30:00,"Pungli dan Korupsi Hambat Investasi, Bamsoet Soroti Solusinya",Ormas Saja,Negative,pungli dan korupsi hambat investasi bamsoet sorot solusi
2022-05-20 20:38:00,LPOI Imbau Masyarakat Tak Turun ke Jalan,Ormas Saja,Neutral,lpoi imbau masyarakat tak turun ke jalan
2025-01-19 18:34:00,Hari-hari Terakhir Tokoh Senior PPP Mudrick Sangidu: Dongakke Ya Le,Pemuda Pancasila (PP),Neutral,hari akhir tokoh senior ppp mudrick sangidu dongakke ya le
2025-01-19 15:47:00,"Kabar Duka, Tokoh Senior PPP Mudrick Sangidu Meninggal Dunia",Pemuda Pancasila (PP),Negative,kabar duka tokoh senior ppp mudrick sangidu tinggal dunia
2024-12-10 16:40:00,Wamenag Bicara Peran Tokoh Agama Jaga Persatuan Pasca Pilkada 2024,Ormas Saja,Neutral,wamenag bicara peran tokoh agama jaga satu pasca pilkada 2024
2025-01-17 22:29:00,Bahlil soal Golkar Siapkan KTA untuk Gibran: Besok Kita Lihat di HUT MKGR,MKGR,Neutral,bahlil soal golkar siap kta untuk gibran besok kita lihat di hut mkgr
2025-01-14 19:41:00,"Ricuh di Karangjati Blora, 1 Mobil dan 3 Motor Rusak",Ormas Saja,Negative,ricuh di karangjati blora 1 mobil dan 3 motor rusak
2023-05-18 12:27:00,Aksi Pria Berbaju Ormas Palak Sopir Berujung Diburu Polisi,Ormas Saja,Negative,aksi pria baju ormas palak sopir ujung buru polisi
2024-12-12 14:27:00,Ombudsman Temukan Surat 'Sakti' hingga Nyogok Demi Masuk Sekolah Negeri,Ormas Saja,Negative,ombudsman temu surat sakti hingga nyogok demi masuk sekolah negeri
2025-03-12 10:51:00,Info Acara Khataman Al-Qur'an Peringati Nuzulul Quran 2025 di Istiqlal,Nahdlatul Ulama (NU),Neutral,info acara khatam al-qur an ingat nuzulul quran 2025 di istiqlal
2024-09-21 09:15:00,Manuver Danny dan Sudirman Berebut Dukungan Tokoh Agama di Pilgub Sulsel,Nahdlatul Ulama (NU),Neutral,manuver danny dan sudirman rebut dukung tokoh agama di pilgub sulsel
2022-05-20 18:50:00,KPK-Perwakilan Ormas Islam Bahas Bahaya Korupsi,Ormas Islam,Neutral,kpk-perwakilan ormas islam bahas bahaya korupsi
2025-01-10 12:40:00,Walkot Eri Temani Camat Asemrowo Lapor ke Polda Jatim,Ormas Saja,Neutral,walkot eri teman camat asemrowo lapor ke polda jatim
2024-10-29 07:16:00,"Jokowi Bilang Terserah, Projo Akan Minta Saran Prabowo soal Wacana Jadi Parpol",Ormas Saja,Neutral,jokowi bilang serah projo akan minta saran prabowo soal wacana jadi parpol
2025-02-12 06:00:00,"Kenapa Ada Sidang Isbat Awal Ramadan, Syawal dan Zulhijjah? Ini Alasannya",Ormas Saja,Neutral,kenapa ada sidang isbat awal ramadan syawal dan zulhijjah ini alas
2023-06-21 08:14:00,Kemenag Bakal Fasilitasi Pertemuan Ponpes Al-Zaytun dengan Ormas Islam,Ormas Islam,Neutral,kemenag bakal fasilitas temu ponpes al-zaytun dengan ormas islam
2024-08-11 16:30:00,KLHK Ungkap Kunci Selesaikan Masalah Tambang Ilegal,Ormas Saja,Neutral,klhk ungkap kunci selesai masalah tambang ilegal
2025-03-18 10:46:00,DPRD Bandung Geram Tempat Hiburan Malam Tetap Buka saat Ramadan,Ormas Saja,Negative,dprd bandung geram tempat hibur malam tetap buka saat ramadan
2025-03-17 17:40:00,Massa Demo Desak Anggota DPRD Klaten Dituding Asusila Dicopot,Ormas Saja,Negative,massa demo desak anggota dprd klaten tuding asusila copot
2023-05-17 06:22:00,Viral Pria Berseragam Ormas Palak Sopir di Bogor,Ormas Saja,Negative,viral pria seragam ormas palak sopir di bogor
2024-11-27 16:20:00,Ketua Timses RIDO Pantau Quick Count: Kita Optimistis 1 Putaran,Ormas Saja,Neutral,ketua timses rido pantau quick count kita optimistis 1 putar
2024-09-17 15:07:00,"Bakal Kelola Tambang, PP Muhammadiyah: Jangan Underestimate!",Pemuda Pancasila (PP),Positive,bakal kelola tambang pp muhammadiyah jangan underestimate
2024-09-17 14:30:00,Haedar Nashir soal Muhammadiyah Dapat Konsesi Tambang: Jangan Underestimate,Muhammadiyah,Positive,haedar nashir soal muhammadiyah dapat konsesi tambang jangan underestimate
2022-05-01 16:08:00,Momen Menhan Hadiri Munggah Akbar,Ormas Saja,Neutral,momen menhan hadir munggah akbar
2025-02-28 20:35:00,"Jadwal Resmi Awal Puasa Ramadan 2025 Pemerintah, NU, Muhammadiyah",Nahdlatul Ulama (NU),Neutral,jadwal resmi awal puasa ramadan 2025 perintah nu muhammadiyah
2025-02-28 19:53:00,"Hasil Sidang Isbat 1 Ramadhan 1446 H, Puasa Mulai 1 Maret 2025",Ormas Saja,Neutral,hasil sidang isbat 1 ramadhan 1446 h puasa mulai 1 maret 2025
2025-02-28 19:44:00,Pemerintah Tetapkan 1 Ramadan 1446 H Jatuh pada 1 Maret 2025,Ormas Saja,Neutral,perintah tetap 1 ramadan 1446 h jatuh pada 1 maret 2025
2025-01-01 16:06:00,Kala Jokowi Minta Buktikan Usai Namanya Masuk Tokoh Terkorup Versi OCCRP,Ormas Saja,Negative,kala jokowi minta bukti usai nama masuk tokoh korup versi occrp
2024-07-28 13:05:00,PP Muhammadiyah Resmi Umumkan Siap Kelola Tambang,Pemuda Pancasila (PP),Positive,pp muhammadiyah resmi umum siap kelola tambang
2025-02-14 14:19:00,Surya Paloh Akan Bawa Kado ke HUT Gerindra Besok,Ormas Saja,Neutral,surya paloh akan bawa kado ke hut gerindra besok
2024-08-27 17:37:00,Muhammadiyah Ungkap 3 Tantangan Kelola Tambang Bekas,Muhammadiyah,Neutral,muhammadiyah ungkap 3 tantang kelola tambang bekas
2023-04-16 17:18:00,Saat Walkot Bobby Bubarkan Konvoi SOTR Ormas di Medan,Ormas Saja,Negative,saat walkot bobby bubar konvoi sotr ormas di medan
2025-02-22 21:30:00,Wagub Emil Dardak Tancap Gas Tangani Pendidikan-Infrastruktur,Ormas Saja,Positive,wagub emil dardak tancap gas tangan pendidikan-infrastruktur
2024-08-19 16:31:00,"Bahlil: Izin Tambang PBNU Sudah Rampung, Muhammadiyah Menyusul",Nahdlatul Ulama (NU),Neutral,bahlil izin tambang pbnu sudah rampung muhammadiyah susul
2024-11-27 17:01:00,"Pendaftaran PPIH Arab Saudi 2025 Tingkat Pusat: Syarat, Formasi dan Jadwal",Pemuda Pancasila (PP),Neutral,daftar ppih arab saudi 2025 tingkat pusat syarat formasi dan jadwal
2022-04-23 15:50:00,Ini Dia Penampakan Barang Bukti Konten Hoax Polisi Dihadang FPI,Front Pembela Islam (FPI),Negative,ini dia tampak barang bukti konten hoax polisi dihadang fpi
2024-07-31 14:58:00,Satpol PP: Kafe di Bogor Digeruduk karena Dikira Dress Code-nya Bikini,Pemuda Pancasila (PP),Negative,satpol pp kafe di bogor digeruduk karena kira dress code-nya bikini
2025-01-22 12:35:00,Pakar UGM Sebut Kampus Kelola Tambang di Revisi UU Minerba Bisa Picu Prahara,Ormas Saja,Negative,pakar ugm sebut kampus kelola tambang di revisi uu minerba bisa picu prahara
2025-02-13 11:58:00,Masyarakat Diminta Beri Masukan soal Revisi UU Haji dan Umrah,Ormas Saja,Neutral,masyarakat minta beri masuk soal revisi uu haji dan umrah
2024-09-09 17:43:00,"Ditanya soal Kepastian Bikin Parpol, Ini Kata Anies Baswedan",Ormas Saja,Neutral,tanya soal pasti bikin parpol ini kata anies baswedan
2024-11-06 06:50:00,PKS Pastikan KIM Plus Solid Menangkan RK-Suswono di Jakarta,Ormas Saja,Neutral,pks pasti kim plus solid menang rk-suswono di jakarta
2024-08-31 20:47:00,"Parpol Anies Belum Dibikin, Hoax Rekening Pendaftaran Beredar Duluan",Ormas Saja,Negative,parpol anies belum bikin hoax rekening daftar edar duluan
2024-10-03 21:58:00,Syaikhu Ajak Muhammadiyah Sinergi Membangun Jabar,Muhammadiyah,Positive,syaikhu ajak muhammadiyah sinergi bangun jabar
2023-02-16 07:56:00,Tampang 3 Anggota Ormas di Bandung yang Siksa-Lakban ODGJ,Ormas Saja,Negative,tampang 3 anggota ormas di bandung yang siksa-lakban odgj
2025-02-06 13:18:00,3 Pengeroyok Anggota TNI di Pancur Batu Serahkan Diri,Ormas Saja,Negative,3 keroyok anggota tni di pancur batu serah diri
2023-06-21 17:30:00,"Markas Ormas di Sukabumi Diduga Dibakar, Polisi Turun Tangan",Ormas Saja,Negative,markas ormas di sukabumi duga bakar polisi turun tangan
2024-07-19 15:30:00,MUI Ajak Masyarakat Boikot Israel di Olimpiade Paris 2024,Ormas Saja,Negative,mui ajak masyarakat boikot israel di olimpiade paris 2024
2022-04-19 12:57:00,Banser Wanita Jaga Misa Jumat Agung di Gereja Katedral Jakarta,Ormas Saja,Neutral,banser wanita jaga misa jumat agung di gereja katedral jakarta
2025-02-03 15:44:00,"UMKM Diusulkan Garap Tambang, Menteri Prabowo Sebut Terobosan",Ormas Saja,Positive,umkm usul garap tambang menteri prabowo sebut terobos
2024-11-02 07:32:00,"Anggota TNI Dikeroyok Saat Santai Ngopi di Jaksel, 1 Pelaku Ditangkap",Ormas Saja,Negative,anggota tni keroyok saat santai ngopi di jaksel 1 laku tangkap
